Date,Currency,Campaign Name,Attribution type,Purchased ASIN,14 Day Total Sales,14 Day Total Orders (#),14 Day Total Units (#),14 Day New-to-brand Sales,14 Day New-to-brand Orders (#),14 Day New-to-brand Units (#),14 Day % of Sales New-to-brand,14 Day % of Orders New-to-brand,14 Day % of Units New-to-brand
"Oct 1, 2023",INR,SBI_CT-STPG_GOSURROUND_ALL,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BSR-BTSP_GOSURROUND_300_1,Promoted,B0CCPCBW65,Rs.5759.32,4,4,Rs.5759.32,4,4,1,1,1
"Oct 1, 2023",INR,SBI_ALL-KWD_GOSURROUND_ALL_SLUP_EAP,Promoted,B0CC9RR41T,Rs.3386.44,4,4,Rs.3386.44,4,4,1,1,1
"Oct 1, 2023",INR,SBI_BRND_GOSURROUND_950,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 1, 2023",INR,SBV_PT_GOBUDS_445_4,Promoted,B0C6Y3GYGC,Rs.1693.22,3,3,Rs.1693.22,2,2,1,0.667,0.667
"Oct 1, 2023",INR,SBV_WK-ASIN_GOKIXX_952_A&P,Promoted,B0BN8MW6VH,Rs.1211.86,1,1,Rs.1211.86,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BSR-5PT_GOSURROUND_300,Promoted,B0CCPCBW65,Rs.1439.83,1,1,Rs.1439.83,1,1,1,1,1
"Oct 1, 2023",INR,SBI_BRND_GOSURROUND_950,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.4236.44,1,1,1,1,1
"Oct 1, 2023",INR,SBI_GOKIXX_ALL,Promoted,B0BCFZDXD8,Rs.1270.34,1,1,Rs.1270.34,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BRND_GOSURROUND_945,Brand Halo,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 1, 2023",INR,SBV_ZEB-ASIN_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.8472.88,2,2,Rs.8472.88,2,2,1,1,1
"Oct 1, 2023",INR,SBV_WK-ASIN_GOSURROUND_900_MAR,Promoted,B09YV5LC7F,Rs.5507.62,2,2,Rs.5507.62,1,1,1,0.5,0.5
"Oct 1, 2023",INR,SBV_HASIN_GOSURROUND_950_5,Promoted,B0C2Z5SQN9,Rs.12710.16,2,2,Rs.6355.08,1,1,0.5,0.5,0.5
"Oct 1, 2023",INR,SBI_OPKW-GEN_GOSURROUND_945,Promoted,B0CC9RR41T,Rs.0.0,1,1,Rs.0.0,0,0,,0,0
"Oct 1, 2023",INR,SBV_BSR-5PT_GOSURROUND_220,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 1, 2023",INR,SBI_PT-5PT_GOSURROUND_220_2,Promoted,B0CC9RR41T,Rs.2539.83,3,3,Rs.2539.83,3,3,1,1,1
"Oct 1, 2023",INR,SBI_BSR-OPT_GOSURROUND_220_5,Promoted,B09YV4PXDZ,Rs.2965.25,1,1,Rs.2965.25,1,1,1,1,1
"Oct 1, 2023",INR,SBI_WK-OPT_GOSURROUND_ALL_4,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 1, 2023",INR,SBI_BRND_GOSURROUND_945,Brand Halo,B0BVW2DLB3,Rs.592.37,1,1,Rs.592.37,1,1,1,1,1
"Oct 1, 2023",INR,SBI_OKC-BRND_GOBUDS_945_4_B&W,Brand Halo,B0BCG2XW1S,Rs.253.39,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBV_BRND-SP_GOKIXX_621,Brand Halo,B0BVW2DLB3,Rs.592.37,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBI_H-GEN_GOSURROUND_220_4,Promoted,B0CC9RR41T,Rs.1693.22,2,2,Rs.1693.22,2,2,1,1,1
"Oct 1, 2023",INR,SBV_H-GEN_GOSURROUND_220,Promoted,B0CC9RR41T,Rs.846.62,1,1,Rs.846.62,1,1,1,1,1
"Oct 1, 2023",INR,SBI_ASIN_GOSURROUND_430,Promoted,B09YV463PY,Rs.0.0,1,1,Rs.0.0,0,0,,0,0
"Oct 1, 2023",INR,SBI_BSR_GOSURROUND_945_1,Promoted,B09YV5LC7F,Rs.10166.95,2,2,Rs.10166.95,2,2,1,1,1
"Oct 1, 2023",INR,SBV_WK-ASIN_GOSURROUND_900,Promoted,B09YV5LC7F,Rs.5507.63,1,1,Rs.5507.63,1,1,1,1,1
"Oct 1, 2023",INR,SBI_SUGG-BRND_GOSURROUND_ALL_2_PP,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 1, 2023",INR,SBV_NA_ASIN_GOSURROUND_900,Promoted,B09YV5LC7F,Rs.10166.95,2,2,Rs.10166.95,2,2,1,1,1
"Oct 1, 2023",INR,SBV_BSR-5PT_GOSURROUND_220_2,Promoted,B0CC9RR41T,Rs.676.27,1,1,Rs.676.27,1,1,1,1,1
"Oct 1, 2023",INR,SBV_WK-ASIN_GOSURROUND_900,Brand Halo,B0CCPCBW65,Rs.1439.83,1,1,Rs.1439.83,1,1,1,1,1
"Oct 1, 2023",INR,SBI_BRND_GOSURROUND_945,Promoted,B09YV5LC7F,Rs.4659.32,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBI_OKC-BRND_GOBUDS_945_4_B&W,Promoted,B0C695T38L,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BSR-5PT_GOSURROUND_300,Brand Halo,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 1, 2023",INR,SBI_WK-ASIN_GOSURROUND_ALL_INDP_5,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBI_ASIN_GOSURROUND_430,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.4236.44,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BRND_GOSURROUND_900,Brand Halo,B0B7GD7C9L,Rs.4227.97,1,1,Rs.4227.97,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BSR-OPT_GOBUDS_945_BLK_3_PP,Promoted,B0C695T38L,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 1, 2023",INR,SBI_ALL-KWD_GOSURROUND_ALL_SLUP_EAP,Promoted,B09YV5LC7F,Rs.5507.63,1,1,Rs.5507.63,1,1,1,1,1
"Oct 1, 2023",INR,SBI_ZEB-ASIN_GOSURROUND_945,Brand Halo,B0CJTW1XRY,Rs.3388.14,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBI_WK-ASIN_GOSURROUND_ALL_INDP_7,Promoted,B0C2Z5SQN9,Rs.0.0,1,1,Rs.0.0,0,0,,0,0
"Oct 1, 2023",INR,SBV_COMPT_HASIN_GOSURROUND_900,Promoted,B09YV5LC7F,Rs.5507.63,1,1,Rs.5507.63,1,1,1,1,1
"Oct 1, 2023",INR,SBV_GEN-KW_GOSURROUND_950_1,Promoted,B0C2Z5SQN9,Rs.6354.24,1,1,Rs.6354.24,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BSR-BTSP_GOSURROUND_300_3,Promoted,B0CCPCBW65,Rs.1439.84,1,1,Rs.1439.84,1,1,1,1,1
"Oct 1, 2023",INR,SBI_BSR-PT_GOBUDS_945_PP,Promoted,B09P33L9ZR,Rs.761.86,1,1,Rs.761.86,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BSR-BTSP_GOSURROUND_300_1,Brand Halo,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BSR-5PT_GOSURROUND_220_1,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BOAT-ASIN_GOSURROUND_950,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBV_OKC-BRND_GOSURROUND_300,Brand Halo,B0CG8C28DS,Rs.633.9,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBV_PT_GOBUDS_445_3,Promoted,B0C6Y3GYGC,Rs.1693.23,2,2,Rs.1693.23,2,2,1,1,1
"Oct 1, 2023",INR,SBI_BRND_GOSURROUND_945,Promoted,B0C2Z5SQN9,Rs.19064.4,3,3,Rs.19064.4,3,3,1,1,1
"Oct 1, 2023",INR,SBV_SUGG-ASIN_GOKIXX_952,Promoted,B0BN8MW6VH,Rs.1211.86,1,1,Rs.1211.86,1,1,1,1,1
"Oct 1, 2023",INR,SBI_BRND_GOSURROUND_945,Brand Halo,B0BVW5D48T,Rs.592.37,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBI_ASIN_GOSURROUND_430,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 1, 2023",INR,SBV_PT-5PT_GOSURROUND_220_2,Promoted,B0CC9RR41T,Rs.846.61,2,2,Rs.846.61,1,1,1,0.5,0.5
"Oct 1, 2023",INR,SBV_PT-5PT_GOSURROUND_220,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBI_WK-ASIN_GOSURROUND_ALL_INDP_1,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 1, 2023",INR,SBV_GEN-EXACT_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.4236.44,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BRND_GOSURROUND_900_TS_1,Promoted,B09YV5LC7F,Rs.14827.12,3,3,Rs.5507.63,1,1,0.371,0.333,0.333
"Oct 1, 2023",INR,SBI_H-GEN_GOSURROUND_220_8,Promoted,B0CC9RR41T,Rs.1693.22,2,2,Rs.1693.22,2,2,1,1,1
"Oct 1, 2023",INR,SBI_ALL-KWD_GOSURROUND_ALL_SLUP_EAP,Promoted,B0CCPCBW65,Rs.4319.5,4,4,Rs.4319.5,3,3,1,0.75,0.75
"Oct 1, 2023",INR,SBV_BRND_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.8472.88,2,2,Rs.8472.88,2,2,1,1,1
"Oct 1, 2023",INR,SBV_SWS-EXACT_GOSURROUND_900_TS_1_COMPR,Promoted,B09YV5LC7F,Rs.5507.63,2,2,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBI_H-GEN_GOSURROUND_220_4,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.4236.44,1,1,1,1,1
"Oct 1, 2023",INR,SBI_ALL-KWD_GOSURROUND_ALL_SLUP_EAP,Promoted,B0C2Z5SQN9,Rs.31775.4,5,5,Rs.25420.32,4,4,0.8,0.8,0.8
"Oct 1, 2023",INR,SBI_H-GEN_GOBUDS_945,Promoted,B09P33L9ZR,Rs.761.86,1,1,Rs.761.86,1,1,1,1,1
"Oct 1, 2023",INR,SBI_BOAT-ASIN_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.4236.44,1,1,1,1,1
"Oct 1, 2023",INR,SBV_PT_GOBUDS_445_1,Promoted,B0C6Y3GYGC,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 1, 2023",INR,SBI_BSR_GOSURROUND_945_1,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.4236.44,1,1,1,1,1
"Oct 1, 2023",INR,SBI_CT-STPG_GOSURROUND_ALL,Promoted,B0CF9NVXW5,Rs.8472.88,2,2,Rs.8472.88,2,2,1,1,1
"Oct 1, 2023",INR,SBV_GEN_GOSURROUND_900,Brand Halo,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 1, 2023",INR,SBI_CT-STPG_GOSURROUND_ALL,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 1, 2023",INR,SBV_HASIN_GOSURROUND_950_1,Promoted,B0C2Z5SQN9,Rs.12710.16,3,3,Rs.6355.08,1,1,0.5,0.333,0.333
"Oct 1, 2023",INR,SBV_BOAT-4-ASIN_GOSURROUND_900_COMPR_PP,Promoted,B09YV5LC7F,Rs.4659.32,1,1,Rs.4659.32,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BRND-SP_GOSURROUND_900,Promoted,B09YV5LC7F,Rs.4659.32,1,1,Rs.4659.32,1,1,1,1,1
"Oct 1, 2023",INR,SBV_GEN-EXACT_GOSURROUND_945,Brand Halo,B0CJTW1XRY,Rs.3600.84,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBV_PT-5PT_GOSURROUND_220_1,Promoted,B0CC9RR41T,Rs.846.62,1,1,Rs.846.62,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BSR-ASIN_GOSURROUND_900_1,Promoted,B09YV5LC7F,Rs.5507.63,1,1,Rs.0.0,0,0,0,0,0
"Oct 1, 2023",INR,SBV_GEN_GOKIXX_652,Promoted,B0BCFZDXD8,Rs.1270.34,1,1,Rs.1270.34,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BOAT-ASIN_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.16946.61,4,4,Rs.16946.61,4,4,1,1,1
"Oct 1, 2023",INR,SBI_WK-ASIN_GOSURROUND_ALL_INDP_12,Promoted,B0CF9NVXW5,Rs.4237.29,1,1,Rs.4237.29,1,1,1,1,1
"Oct 1, 2023",INR,SBI_BSR_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.4236.44,1,1,1,1,1
"Oct 1, 2023",INR,SBV_BSR-OPT_GOSURROUND_945_1,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.4236.44,1,1,1,1,1
"Oct 1, 2023",INR,SBV_JBL-OKC_GOSURROUND_900_COMPR,Promoted,B09YV5LC7F,Rs.5507.63,1,1,Rs.5507.63,1,1,1,1,1
"Oct 1, 2023",INR,SBI_TOP-GEN_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.13784.74,3,3,Rs.13784.74,3,3,1,1,1
"Oct 2, 2023",INR,SBI_CT-STPG_GOSURROUND_ALL,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.0.0,0,0,0,0,0
"Oct 2, 2023",INR,SBV_HGEN_GOBUDS_945_BLK,Promoted,B0C695T38L,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBV_MOCA-ASIN_GOSURROUND_900_2-COMPR_PP,Brand Halo,B0C2Z5SQN9,Rs.6363.56,2,2,Rs.6363.56,1,1,1,0.5,0.5
"Oct 2, 2023",INR,SBI_BSR_GOSURROUND_945,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBI_BSR-OPT_GOSURROUND_220_16,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBV_COMPT_ASIN_GOSURROUND_900_A&P_PP,Promoted,B09YV5LC7F,Rs.4659.32,1,1,Rs.4659.32,1,1,1,1,1
"Oct 2, 2023",INR,SBV_H-GEN_GOSURROUND_300,Promoted,B0CCPCBW65,Rs.1439.83,1,1,Rs.1439.83,1,1,1,1,1
"Oct 2, 2023",INR,SBI_BSR_GOSURROUND_945,Promoted,B0CCPCBW65,Rs.1016.1,1,1,Rs.0.0,0,0,0,0,0
"Oct 2, 2023",INR,SBV_JBL-ASIN_GOSURROUND_950_2,Promoted,B0C2Z5SQN9,Rs.6354.24,1,1,Rs.6354.24,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BOAT-ASIN_GOSURROUND_950,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 2, 2023",INR,SBI_ALL-KWD_GOSURROUND_ALL_SLUP_EAP,Promoted,B0CCPCBW65,Rs.1439.84,1,1,Rs.1439.84,1,1,1,1,1
"Oct 2, 2023",INR,SBI_BRND_GOSURROUND_950,Promoted,B0C2Z5SQN9,Rs.12710.16,2,2,Rs.12710.16,2,2,1,1,1
"Oct 2, 2023",INR,SBV_PT-5PT_GOSURROUND_220_1,Promoted,B0CC9RR41T,Rs.1693.22,3,3,Rs.846.61,1,1,0.5,0.333,0.333
"Oct 2, 2023",INR,SBV_COMPT_HASIN_GOSURROUND_900,Promoted,B09YV5LC7F,Rs.5507.63,1,1,Rs.0.0,0,0,0,0,0
"Oct 2, 2023",INR,SBI_BRND_GOSURROUND_220,Promoted,B0CC9RR41T,Rs.676.27,1,1,Rs.676.27,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BSR-OPT_GOSURROUND_945_1,Promoted,B0CF9NVXW5,Rs.8472.88,2,2,Rs.8472.88,2,2,1,1,1
"Oct 2, 2023",INR,SBV_BRND_GOBUDS_600,Promoted,B09P33L9ZR,Rs.761.86,1,1,Rs.761.86,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BSR-BTSP_GOSURROUND_300_1,Promoted,B0CCPCBW65,Rs.5759.32,5,5,Rs.5759.32,4,4,1,0.8,0.8
"Oct 2, 2023",INR,SBI_BRND_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.8472.88,2,2,Rs.8472.88,2,2,1,1,1
"Oct 2, 2023",INR,SBI_SUGG-BRND_GOSURROUND_ALL_2_PP,Promoted,B09YV5LC7F,Rs.10167.8,2,2,Rs.5507.63,1,1,0.542,0.5,0.5
"Oct 2, 2023",INR,SBI_WK-ASIN_GOSURROUND_ALL_INDP_4,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BRND_GOBUDS_945_BLK,Brand Halo,B0C6Y3GYGC,Rs.846.61,2,2,Rs.846.61,1,1,1,0.5,0.5
"Oct 2, 2023",INR,SBI_BSR_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.4236.44,1,1,1,1,1
"Oct 2, 2023",INR,SBI_OPKW-GEN_GOSURROUND_945,Promoted,B0CC9RR41T,Rs.1207.63,1,1,Rs.1207.63,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BSR-5PT_GOSURROUND_300,Brand Halo,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BRND_GOBUDS_945_BLK,Promoted,B0C695T38L,Rs.3386.44,4,4,Rs.2539.83,3,3,0.75,0.75,0.75
"Oct 2, 2023",INR,SBV_WK-OKC-ASIN_GOKIXX_952,Promoted,B0BN8MW6VH,Rs.1355.08,1,1,Rs.1355.08,1,1,1,1,1
"Oct 2, 2023",INR,SBV_GEN-EXACT_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.13784.74,4,4,Rs.9548.3,2,2,0.693,0.5,0.5
"Oct 2, 2023",INR,SBI_GOKIXX_ALL,Brand Halo,B0C695T38L,Rs.846.61,1,1,Rs.0.0,0,0,0,0,0
"Oct 2, 2023",INR,SBI_OPKW-GEN_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.4237.29,1,1,Rs.4237.29,1,1,1,1,1
"Oct 2, 2023",INR,SBI_WK-ASIN_GOSURROUND_ALL_INDP_11,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBI_CT-STPG_GOSURROUND_ALL,Promoted,B0CC9RR41T,Rs.676.27,1,1,Rs.676.27,1,1,1,1,1
"Oct 2, 2023",INR,SBI_OKC-BRND_GOBUDS_945_4_B&W,Promoted,B0C6Y3GYGC,Rs.846.61,1,1,Rs.0.0,0,0,0,0,0
"Oct 2, 2023",INR,SBV_BSR-5PT_GOSURROUND_220_2,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BSR-BTSP_GOSURROUND_300_2,Brand Halo,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BRND_GOBUDS_945_3_BLK,Brand Halo,B0CCNMVQBK,Rs.846.62,1,1,Rs.846.62,1,1,1,1,1
"Oct 2, 2023",INR,SBI_BSR-PT_NEWGOBUDS_,Promoted,B0C6Y3GYGC,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBI_WK-ASIN_GOSURROUND_ALL_INDP_11,Promoted,B09YV5LC7F,Rs.4659.32,1,1,Rs.4659.32,1,1,1,1,1
"Oct 2, 2023",INR,SBV_HASIN_GOSURROUND_950_2,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 2, 2023",INR,SBI_BRND_GOSURROUND_945,Promoted,B0C2Z5SQN9,Rs.31775.4,5,5,Rs.31775.4,5,5,1,1,1
"Oct 2, 2023",INR,SBV_BSR-OPT_GOSURROUND_945_1,Brand Halo,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 2, 2023",INR,SBI_BSR_GOSURROUND_945_1,Promoted,B0CF9NVXW5,Rs.4236.44,2,2,Rs.4236.44,1,1,1,0.5,0.5
"Oct 2, 2023",INR,SBV_PT-5PT_GOSURROUND_220,Promoted,B0CC9RR41T,Rs.1693.22,2,2,Rs.1693.22,2,2,1,1,1
"Oct 2, 2023",INR,SBI_ALL-KWD_GOSURROUND_ALL_SLUP_EAP,Promoted,B0CC9RR41T,Rs.3386.46,7,7,Rs.3386.46,4,4,1,0.571,0.571
"Oct 2, 2023",INR,SBV_BRND_GOSURROUND_920,Brand Halo,B0CC9RR41T,Rs.676.27,1,1,Rs.676.27,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BSR-OPT_GOBUDS_945_BLK_18,Promoted,B0C695T38L,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBI_BSR_GOSURROUND_945,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 2, 2023",INR,SBI_ALL-KWD_GOSURROUND_ALL_SLUP_EAP,Promoted,B0C2Z5SQN9,Rs.12710.16,2,2,Rs.12710.16,2,2,1,1,1
"Oct 2, 2023",INR,SBI_ASIN_GOSURROUND_430,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBI_BRND_GOKIXX_ALL,Promoted,B0BN8MW6VH,Rs.0.0,1,1,Rs.0.0,0,0,,0,0
"Oct 2, 2023",INR,SBV_WK-OKC_ASIN_GOKIXX_952_2,Promoted,B0BN8MW6VH,Rs.1355.08,1,1,Rs.1355.08,1,1,1,1,1
"Oct 2, 2023",INR,SBI_WK-OPT_GOSURROUND_ALL,Promoted,B0CCPCBW65,Rs.1664.41,1,1,Rs.0.0,0,0,0,0,0
"Oct 2, 2023",INR,SBV_BRND_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.8472.88,2,2,Rs.8472.88,2,2,1,1,1
"Oct 2, 2023",INR,SBI_GOKIXX_ALL,Promoted,B0BCG6L6FS,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBI_H-GEN_GOBUDS_945_1_B&W,Brand Halo,B0BQVCWXC1,Rs.261.05,1,1,Rs.261.05,1,1,1,1,1
"Oct 2, 2023",INR,SBI_OKC-BRND_GOBUDS_945_4_B&W,Promoted,B0C695T38L,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 2, 2023",INR,SBV_NA_ASIN_GOSURROUND_900,Brand Halo,B0C2Z5SQN9,Rs.6354.24,1,1,Rs.6354.24,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BSR-BTSP_GOSURROUND_300_2,Promoted,B0CCPCBW65,Rs.2879.66,2,2,Rs.2879.66,2,2,1,1,1
"Oct 2, 2023",INR,SP_WK-ASIN_GOKIXX_652_MAR_UB,Promoted,B0BCFZDXD8,Rs.1270.34,1,1,Rs.1270.34,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BSR-5PT_GOSURROUND_300,Promoted,B0CCPCBW65,Rs.7423.73,5,5,Rs.7423.73,5,5,1,1,1
"Oct 2, 2023",INR,SBV_SWS-EXACT_GOSURROUND_900_TS_1_COMPR,Promoted,B09YV5LC7F,Rs.4660.17,1,1,Rs.4660.17,1,1,1,1,1
"Oct 2, 2023",INR,SBV_BOAT-ASIN_GOSURROUND_945,Promoted,B0CF9NVXW5,Rs.4237.29,1,1,Rs.4237.29,1,1,1,1,1
"Oct 2, 2023",INR,SBI_BSR-OPT_GOSURROUND_220_5,Promoted,B0CC9RR41T,Rs.676.27,1,1,Rs.676.27,1,1,1,1,1
"Oct 2, 2023",INR,SBV_H-GEN_GOSURROUND_220_8,Promoted,B0CC9RR41T,Rs.846.61,1,1,Rs.0.0,0,0,0,0,0
"Oct 2, 2023",INR,SBI_WK-OPT_GOSURROUND_ALL_3,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 3, 2023",INR,SBV_BRND_GOBUDS_945_BLK,Promoted,B0C695T38L,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
"Oct 3, 2023",INR,SBI_H-GEN_GOSURROUND_220_3,Promoted,B0CC9RR41T,Rs.2539.83,3,3,Rs.1693.22,2,2,0.667,0.667,0.667
"Oct 3, 2023",INR,SBV_PT-5PT_GOSURROUND_220_1,Promoted,B0CC9RR41T,Rs.846.61,2,2,Rs.846.61,1,1,1,0.5,0.5
"Oct 3, 2023",INR,SBV_SB-EXACT_GOSURROUND_900_TS_1_COMPR,Promoted,B09YV5LC7F,Rs.4660.17,1,1,Rs.4660.17,1,1,1,1,1
"Oct 3, 2023",INR,SBI_CT-STPG_GOSURROUND_ALL,Promoted,B0C2Z5SQN9,Rs.6354.24,1,1,Rs.0.0,0,0,0,0,0
"Oct 3, 2023",INR,SBI_OPKW-GEN_GOSURROUND_945,Brand Halo,B0CG8C28DS,Rs.0.0,1,1,Rs.0.0,0,0,,0,0
"Oct 3, 2023",INR,SBV_HASIN_GOSURROUND_950_1,Promoted,B0C2Z5SQN9,Rs.6355.08,1,1,Rs.6355.08,1,1,1,1,1
"Oct 3, 2023",INR,SBV_GEN-HT-EXCAT-OKC_GOSURROUND_950,Promoted,B0C2Z5SQN9,Rs.6354.24,1,1,Rs.6354.24,1,1,1,1,1
"Oct 3, 2023",INR,SBV_COMPT_GEN_GOSURROUND_900_A&P,Promoted,B09YV5LC7F,Rs.4660.16,1,1,Rs.4660.16,1,1,1,1,1
"Oct 3, 2023",INR,SBV_GEN_GOSURROUND_900,Promoted,B09YV5LC7F,Rs.10167.8,2,2,Rs.10167.8,2,2,1,1,1
"Oct 3, 2023",INR,SBV_BSR-5PT_GOSURROUND_220_2,Promoted,B0CC9RR41T,Rs.846.61,2,2,Rs.846.61,1,1,1,0.5,0.5
"Oct 3, 2023",INR,SBI_ALL-KWD_GOSURROUND_ALL_SLUP_EAP,Promoted,B0CF9NVXW5,Rs.4236.44,1,1,Rs.4236.44,1,1,1,1,1
"Oct 3, 2023",INR,SBI_CT-STPG_GOSURROUND_ALL,Promoted,B0CCNNHMD3,Rs.846.61,1,1,Rs.846.61,1,1,1,1,1
